date,open,high,low,close,volume,split,dividend
2026-01-06,69.35,69.51,69.35,69.5,2829990,1.0,0.0
2026-01-07,69.52,69.65,69.335,69.4,9075134,1.0,0.0
2026-01-08,69.45,69.47,69.35,69.43,3720285,1.0,0.0
2026-01-09,69.4,69.46,69.36,69.42,1696927,1.0,0.0
2026-01-12,69.4,69.48,69.4,69.41,2976095,1.0,0.0
2026-01-13,69.45,69.45,69.27,69.35,2631787,1.0,0.0
2026-01-14,69.4,69.405,69.34,69.36,1537726,1.0,0.0
2026-01-15,69.4,69.42,69.25,69.25,2452322,1.0,0.0
2026-01-16,69.27,69.32,69.15,69.16,3980387,1.0,0.0
2026-01-20,69.15,69.22,69.0,69.02,3477663,1.0,0.0
2026-01-21,69.1,69.16,69.045,69.1,3883533,1.0,0.0
2026-01-22,69.31,69.37,69.16,69.26,2368403,1.0,0.0
2026-01-23,69.29,69.53,69.22,69.42,2625214,1.0,0.0
2026-01-26,69.36,69.55,69.36,69.4,3300680,1.0,0.0
2026-01-27,69.48,69.48,69.29,69.33,2691280,1.0,0.0
2026-01-28,69.36,69.44,69.31,69.36,2461845,1.0,0.0
2026-01-29,69.36,69.38,69.12,69.16,4240040,1.0,0.0
2026-01-30,69.26,69.37,69.01,69.27,7249265,1.0,0.0
2026-02-02,69.45,69.45,68.89,68.92,5683553,1.0,0.0
2026-02-03,69.84,69.86,69.62,69.86,29881244,1.0,0.0
